StartDate,EndDate,ANONYMIZED_1,ANONYMIZED_2,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,ANONYMIZED_3,ANONYMIZED_4,ANONYMIZED_5,ANONYMIZED_6,ANONYMIZED_7,ANONYMIZED_8,DistributionChannel,UserLanguage,Q2_1,PID,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q32_First Click,Q32_Last Click,Q32_Page Submit,Q32_Click Count,Q80,Q34_1,Q34_2,Q34_3,Q34_4,Q34_5,Q34_6,Q42_First Click,Q42_Last Click,Q42_Page Submit,Q42_Click Count,Q75_1,Q75_2,Q75_3,Q75_4,Q75_5,Q75_6,Q47_First Click,Q47_Last Click,Q47_Page Submit,Q47_Click Count,Q76_1,Q76_2,Q76_3,Q76_4,Q76_5,Q76_6,Q47,Q57_First Click,Q57_Last Click,Q57_Page Submit,Q57_Click Count,Q81,Q77_1,Q77_2,Q77_3,Q77_4,Q77_5,Q77_6,Q62_First Click,Q62_Last Click,Q62_Page Submit,Q62_Click Count,Q78_1,Q78_2,Q78_3,Q78_4,Q78_5,Q78_6,Q67_First Click,Q67_Last Click,Q67_Page Submit,Q67_Click Count,Q79_1,Q79_2,Q79_3,Q79_4,Q79_5,Q79_6,Q75,Q83,Q85,Q72,Q73,Q82,SC0,ANONYMIZED_9,AttentionCheck
29/06/2021 07:38,29/06/2021 08:01,ANONYMIZED,ANONYMIZED,100,1397,TRUE,29/06/2021 08:01,R_1LAmBtGj08TfR2g,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,7,265,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,1.975,100.9,102.174,18,The young prince wants to capture the avatar.,2,4,3,5,3,5,1.288,90.413,91.979,7,5,1,7,3,2,5,5.911,110.104,111.17,5,3,5,4,5,3,4,I would think he is wise. He is trying to help his nephew not get sucked into his desire of getting the avatar to extent of losing his soul and humanity. His intention is to help him open his mind's eye.,0.804,51.391,61.815,5,Help the air bender see there is hope in the midst of hopelessness.,1,7,1,7,1,1,0.929,91.7,92.507,6,2,6,1,6,2,2,1.96,3.964,109.355,4,4,6,3,5,3,3,She is wise. She is able.to use her knowledge as well as life experiences to help the bender understand what the future will hold and to help him stay positive.,46,Male,,,,0,ANONYMIZED,1
29/06/2021 07:48,29/06/2021 08:02,ANONYMIZED,ANONYMIZED,100,817,TRUE,29/06/2021 08:02,R_1EZsqCMg8hyN1sN,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,1,266,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,58.644,58.644,61.374,1,"Iroh and his nephew are sailing on a ship to find the avatar, he tells the nephew to relax and have some tea",1,4,1,5,1,4,0,0,85.064,0,2,4,2,6,1,4,0,0,100.401,0,6,2,6,1,2,6,"unwise, I don't believe in ""tiles"" or such things, they are not necessary.",0,0,76.333,0,"katara was talking to a child that lost their parent, she was later with her sibling",1,4,1,4,2,1,0,0,91.046,0,2,5,2,4,2,2,0,0,111.491,0,2,6,4,5,6,3,katara is wise and gives good advice to not always think negatively and to look at the bright side of things.,56,Female,,no,what type of characters are in the show,0,ANONYMIZED,1
29/06/2021 07:38,29/06/2021 08:02,ANONYMIZED,ANONYMIZED,100,1474,TRUE,29/06/2021 08:02,R_2WTpq3TrGcZ4dYK,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,1,267,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,0,0,77.132,0,"The nephew felt he needed to set a course to follow a light, but his uncle said it might not be what he thought it was.  At the end, he did not heed his uncle's advice and set a course for the light.",1,5,2,7,1,1,0,0,130.837,0,7,1,1,1,1,6,21.623,83.379,130.713,4,1,7,1,7,1,1,I think he was very wise but the nephew did not understand his mysterious ways.  He seemed to know what was going to happen for no reason and felt everything was going to work out while he played games and relaxed.,20.828,20.828,70.549,1,"The brother, who is the last air bender, came down to meet his brother and sister and realized they were his only family now.",1,7,1,7,1,1,35.049,35.049,113.913,1,1,6,1,7,1,1,27.316,27.316,112.465,1,1,7,1,7,1,1,"I think she was very wise, especially when she wanted her brother to learn from the master water bender, even though he would not allow women to learn from him.",59,Female,This looks like a great movie with great ethical and moral lessons for children in it.,none,You may be studying the effect of children's movies on people.,0,ANONYMIZED,1
29/06/2021 07:51,29/06/2021 08:07,ANONYMIZED,ANONYMIZED,100,963,TRUE,29/06/2021 08:07,R_3MzgrsGfpub5PoE,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,1,268,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,0,0,63.37,0,Iroh is playing a card game as his nephew is concerned about a strange light,1,4,3,6,2,3,0,0,90.134,0,4,3,2,4,1,5,0,0,106.068,0,3,4,2,4,2,3,I believe Iroh is wise in these three scenes.  He has good calming advice for his nephew.  His elderly experiences and advice should be heeded.,0,0,61.189,0,Katara is comforting her friend over the fact that he is the last airbender.,1,6,1,6,2,1,0,0,94.066,0,2,5,2,6,3,1,0,0,102.05,0,3,7,3,5,6,2,"Katara is wise in the three scenes featured.  Although she is young and sometimes gets a little frustrated and angry, she understands the world in which she lives and wants to help her friend in his efforts to succeed.",54,Female,,,I don't know.,0,ANONYMIZED,1
29/06/2021 07:49,29/06/2021 08:08,ANONYMIZED,ANONYMIZED,100,1092,TRUE,29/06/2021 08:08,R_2PuHFs5R4IwvTY1,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,2,269,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I am not familiar with the show and have never  seen it.,I am not familiar with the show and have never  seen it.,0,0,61.847,0,Iroh and his grandson are on a boat searching for the Avatar when they see a powerful light.,2,4,2,6,1,2,0,0,88.184,0,2,4,2,4,1,4,0,0,185.683,0,4,5,4,5,1,4,"Iroh is wise. He does not give in to his nephew's anger, posturing and haste and does things at his own pace. He takes life as it comes and is not obsessed with a future or any fruitless tasks. I get the feeling he has some sort of long-term plan.",0,0,64.729,0,Katara comforts the last Airbender when he is angry because he discovers his family has been killed.,1,6,1,6,2,1,0,0,92.341,0,1,7,1,7,2,1,0,0,116.107,0,3,7,2,7,6,4,"She is wise. Instead of giving in to anger and resentment or allowing her friend Ang to give in to anger and resentment, she shows him how things can be improved, how to look at their plight in a more positive light, and what they can do to make things better in the future. ",54,Female,N/A,N/A,"I'm not sure, perhaps it is our approach to stress.",0,ANONYMIZED,1
29/06/2021 07:53,29/06/2021 08:08,ANONYMIZED,ANONYMIZED,100,931,TRUE,29/06/2021 08:08,R_3EA2mdMJXTVunUS,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,7,270,Aang,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,The uncle who helps mentor,,0,0,61.308,0,"A light coming from a far off direction, which could be possibly be the avatar or a celestial light.",3,4,2,4,1,4,0,0,88.498,0,4,4,2,4,1,4,0,0,115.347,0,3,6,2,3,2,4,"He's overall a wise character, who knows much thru experience.",68.498,68.498,103.389,1,Katara trying to calm Aang down.,1,7,1,5,1,1,112.358,112.358,114.746,1,1,7,1,5,4,1,0,0,101.512,0,1,7,3,4,4,1,She's wise always looking for the best possible outcome.,41,Male,"None, very fun.",,How people perceive old people vs women ?,1,ANONYMIZED,1
29/06/2021 07:54,29/06/2021 08:09,ANONYMIZED,ANONYMIZED,100,903,TRUE,29/06/2021 08:09,R_3O93ATT7MG2RcGn,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,1,271,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,60.357,60.357,61.592,1,"The nehphew wants to find the avatar, but Iroh is busy playing cards and drinking tea. ",3,2,5,2,2,6,13.674,82.263,87.647,2,5,2,4,2,4,2,20.126,55.42,109.387,2,3,6,5,4,4,4,"I am not sure whether or not he is wise. It seems based on these three scenes that he is too peaceful, lazy and easily distracted. But at the same time it seems like his calmness might actually be a benefit later on. ",0,0,61.346,0,The avatar got upset and katara tried to get him to calm down by explaining how she is his family now. ,1,7,1,7,1,1,0,0,89.799,0,1,7,1,7,1,1,0,0,102.618,0,1,7,1,7,7,1,Katara is very wise. She gives good advice and knows how to help the avatar. She is looking to gain more knowledge and to become even wiser. ,46,Female,,,,0,ANONYMIZED,1
29/06/2021 07:54,29/06/2021 08:10,ANONYMIZED,ANONYMIZED,100,959,TRUE,29/06/2021 08:10,R_27WMDsGAcz178S3,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,1,272,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,0,0,65.563,0,"The young man wants to go see what is happening somewhere, but the older uncle wants him to think about what he is doing, and take time to make the decision. ",2,6,1,7,1,1,0,0,86.917,0,4,4,2,4,1,4,0,0,103.355,0,2,5,1,7,1,2,"This is hard to say. After the first scene, I thought he was wise because he was asking his nephew to slow down and take him time thinking about his actions. However, as the other two scenes played out, without more context, it appeared that Iroh was not wise and was just wasting time.",0,0,61.246,0,Two individuals were trying to reassure the third one that he was no alone.,2,6,1,6,2,2,0,0,91.645,0,2,6,2,6,1,1,0,0,100.699,0,2,6,2,7,2,2,"She is very wise. She helps the others to understand the larger picture involved and why, even if angry at circumstances, people should see how things will improve.",61,Female,,None,How people's perceptions can be altered or controlled based upon minimal information provided?,0,ANONYMIZED,1
29/06/2021 07:41,29/06/2021 08:10,ANONYMIZED,ANONYMIZED,100,1738,TRUE,29/06/2021 08:10,R_3oMJC9BBmS5Nde6,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,1,273,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,3.161,60.609,61.377,2,"The nephew is hunting down the Avatar and his Uncle wants him to mellow out, calm down and have a cup of jasmine tea.",3,2,2,2,1,4,4.126,89.575,90.575,2,7,1,1,1,1,6,6.676,111.197,113.109,3,7,2,2,1,1,6,"It is hard to judge his ""wisdom"" from just the three scenes as I'm not familiar with the overall storyline of the show. In these scenes alone, Iroh seems sort of unwise, foolish and doesn't seem to take anything seriously.",16.806,81.221,82.128,2,"Katara is being kind and understanding, telling the flying creature that she understands what he feels and is going through. The two siblings? assure him they will not let anything hapen to him and they are his family now.",1,5,1,6,1,1,5.159,5.159,94.675,1,1,6,1,7,1,1,11.25,115.499,141.283,2,2,7,1,6,5,2,She seems to be very wise and thoughtful about the situations she finds herself in. She reacts appropriately and attempts to put herself in other's shoes (usually).  She is kind and intelligent and displays a wisdom beyond her years in her interactions.,57,Female,I'm curious why you chose this particular series.,None.,I really can't imagine what you woould be studying other than to guess it would be something about interpretations of wisdom given that you wanted me to evaluate that trait.,0,ANONYMIZED,1
29/06/2021 07:54,29/06/2021 08:11,ANONYMIZED,ANONYMIZED,100,995,TRUE,29/06/2021 08:11,R_1geA6LXMDa6o7yC,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,4,274,Aang,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,0,0,61.922,0,Uncle playing a game and sitting while the other while the other character is angry and wants to go after the avatar,1,7,1,7,1,1,0,0,97.284,0,1,7,1,7,1,1,0,0,106.614,0,1,7,1,7,1,1,"Iroh is wise and very patient character in this series, Nephew needs to learn from him.",0,0,62.994,0,Katara talking down the last air bender from being destructive and telling him they are family.,1,7,1,7,1,1,0,0,94.454,0,1,7,1,7,1,1,0,0,103.641,0,1,7,1,7,7,1,She is wise and very helpful to the last air bender.,59,Female,I knew nothing about this series. My grandson's love watching it but I have never see a full expisode.,No Issues.,"Thank you for the survey opportunities, have a nice day and stay well.",1,ANONYMIZED,1
29/06/2021 07:54,29/06/2021 08:11,ANONYMIZED,ANONYMIZED,100,1006,TRUE,29/06/2021 08:11,R_danT9MteA5Es6OZ,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,1,275,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,0,0,61.112,0,A seated Iroh plays his tile game while his nephew expresses frustration about not reaching his goal.,3,3,4,5,3,3,0,0,88.47,0,5,2,4,3,3,5,0,0,105.527,0,5,3,4,3,3,5,Iroh is unwise in his three scenes. He pursues pleasure instead of supporting his nephew's mission.,0,0,66.734,0,Katara attempts to comfort another character who has lost his loved ones.,3,4,3,4,4,3,0,0,95.423,0,3,4,3,4,3,3,0,0,114.245,0,5,3,5,2,7,7,Katara seems to possess more wisdom than her companions. She tends to advise the others to adopt moderation and forbearance rather than to react angrily or in haste. ,51,Female,,No technical issues,,0,ANONYMIZED,1
29/06/2021 07:41,29/06/2021 08:12,ANONYMIZED,ANONYMIZED,100,1895,TRUE,29/06/2021 08:12,R_3h4PliBXjwFDVPH,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,1,276,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,1.497,68.778,69.696,10,The man was playing a game and invited his nephew to a cup of tea; a light appeared and the helmsman was ordered towards it.,5,4,1,4,1,5,2.25,170.074,170.672,24,5,4,1,3,1,6,1.597,113.701,114.983,13,3,5,2,4,1,2,He appears to be wise but somewhat reckless. He seems to have a hapless attitude towards things.,4.747,72.781,73.701,13,Aang was in the sky and kantara told him they were all family now.,1,7,1,7,1,1,7.119,140.376,141.413,20,2,6,1,6,1,1,1.91,193.223,194.71,35,3,7,1,6,1,1,I think the character is very wise in the first two scenes. I thought she could have been wiser in the last scene by going ahead and learning to heal first and then possibly going on to fight.,60,Female,None ,No issues ,No idea ,0,ANONYMIZED,1
29/06/2021 07:48,29/06/2021 08:13,ANONYMIZED,ANONYMIZED,100,1470,TRUE,29/06/2021 08:13,R_3G3yQ33KXUwg2L5,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,3,277,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,2.465,60.19,61.076,3,Iroh's nephew was impatient with him while he played his game and asked him to have some tea. His nephew saw a light and thought it was the avatar he wanted to destroy so he told the helmsman to head toward the light.,2,3,4,5,2,4,1.281,2.121,86.514,2,3,2,4,3,2,5,1.463,2.45,104.088,2,4,3,4,3,2,5,Iroh seemingly likes to enjoy the little pleasures in life and take his time with things. He is opposite his nephew in impulsiveness and seems to make slow decisions. This made me ultimately consider that he was actually wise for taking the time to enjoy life and not rush into situations.,4.819,6.681,131.198,3,Katara talked Ang out of his anger and sadness and convinced him to come down and get a hug. She told him he has her and her brother(?) as family now and she felt that way when she lost her mother.,1,6,1,6,1,2,4.801,99.374,100.244,4,2,6,1,7,2,1,1.291,2.356,103.792,2,2,7,3,5,6,3,"Katara is wise in all three scenes in different ways. In all of them, however, she uses her intelligence to help Ang, either by helping him feel better and giving advice and affection or in the last scene where she told him he had to learn from Mr. Poko even if he was ""a big jerk."" She puts Ang's needs in front of her own desires and acts as a mentor to him by showing leadership and compassion. Her advice helps Ang to make better choices and also to feel better. I felt that she was wise beyond her years and was the true leader of the three. I also thought her choice to convince Ang to continue his training was wise even if it meant she could not train. She is a strong female character and shows leadership to both male characters.",51,Female,I found this study interesting as my children all used to watch the show but I was not as familiar with the characters as I am now.,none,I think people will rate the characters differently.,0,ANONYMIZED,1
29/06/2021 07:53,29/06/2021 08:14,ANONYMIZED,ANONYMIZED,100,1287,TRUE,29/06/2021 08:14,R_1Nldt0XuSsgfLoe,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,5,278,I do not know the answer to this question.,Katara and Sokka,I do not know the answer to this question.,The west coast and the east coast,I do not know the answer to this question.,Mark the arrival of a new Avatar,,,3.037,3.037,62.522,1,"The uncle is keeping perspective and focus through his game, and urges the young man to chill out. But he insists on pursuing the light against his uncle's advice. ",1,4,3,6,2,2,4.639,4.639,92.347,1,2,4,3,5,2,2,2.776,2.776,103.494,1,2,4,3,7,2,2,"He's very wise. He distracts his nephew and the ship crew from their unwise focus to continue his games and music, which focus on higher priorities and don't feed—in fact disrupt--the nephew's temper and agendas.",6.203,6.203,66.861,1,"Katara convinces the last airbender that he still has family, pulling him back from fear, grief and despair.",1,6,1,6,2,1,8.425,8.425,99.902,1,2,6,1,6,2,1,11.746,11.746,115.886,1,2,7,1,7,5,1,"She's wise. She keeps the big picture goals for the individual and the group at the forefront, uses observation skills of others and of signs like the acorn, and brings people together. She also sees what's just and not, and finds ways to keep herself and her friends going.",70,Female,"I don't remember any of these scenes but have watched a few episodes with a grandchild who loves this show. I do, also.",none,Maybe you're wondering if perceptions of the characters correlate with various demographics.,1,ANONYMIZED,1
29/06/2021 07:54,29/06/2021 08:22,ANONYMIZED,ANONYMIZED,100,1653,TRUE,29/06/2021 08:22,R_AcG4d9oTCfYvOEh,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,7,279,Aang,Katara and Sokka,"They are reincarnated from the previous Avatar, cycling between Nations over time.",The south and north poles,Converts him to the side of good,Enhance the power of fire bending,Iroh is a wise character who tries to help Aang but can often be incompetent. He is also sometimes unintentionally funny. ,Katara is a smart and resourceful character. She is often irritated with Aang because she feels that she is the smarter one. ,0,0,73.625,0,Iroh and Prince Zuko are on a boat and headed in attempt to capture the Avatar,3,3,3,5,2,3,0,0,261.729,0,5,3,5,3,2,5,0,0,114.129,0,5,3,3,3,2,4,Iroh often appears very unwise and foolish and lazy and unhelpful. He has his own ways of doing things which frustrates Prince Zuko very much. Sometimes Iroh is very subtly attempting to teach Prince Zuko a lesson and sometimes he is just a foolish old man.,0,0,63.94,0,Katara comforts Aang after he discovers the fire bender's destruction.,1,7,1,7,4,1,0,0,99.034,0,1,7,1,7,1,1,0,0,107.761,0,1,7,1,7,4,1,"Katara is wise beyond her years. She know when to push and when to retreat, especially when it comes to helping Aang. ",58,Female,Thank you,No Issues,Whether people perceive wisdom differently and differently vs male and female. ,2,ANONYMIZED,1
29/06/2021 07:32,29/06/2021 08:34,ANONYMIZED,ANONYMIZED,100,3714,TRUE,29/06/2021 08:34,R_2EAYLYNEc0sScCh,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,1,280,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,1.904,3.382,61.53,2,The old man was playing a card game of some sort while the boy was being angry about needing to find an aviator or something ,4,3,4,5,3,4,0.964,87.44,88.275,3,5,1,3,4,1,6,1.438,5.377,104.008,4,4,3,4,3,2,5,He comes off a as very foolish and lazy old man. But i have a feeling he is probably a lot wiser than these scenes show.  ,6.265,226.974,228.089,6,Katara was helping the boy by encouraging him,2,6,3,6,4,2,1.759,5.191,95.319,4,1,5,2,6,3,1,4.869,132.778,133.422,9,4,6,4,4,2,4,"I think she is wise. She didn’t see why being a girl should stop her from doing anything. She was encouraging of the others, cheered them up, and gave them useful information ",42,Female,,No,I’ve no idea,0,ANONYMIZED,1
